timestamp,TAC_Reading
1493718714,-0.000482419658731821
1493720697,0.00157292158958013
1493721027,0.00214413758184236
1493721357,0.000876811688604178
1493721686,-0.00114538537019604
1493722016,-0.00215922161266845
1493722345,-0.00103254565193002
1493722674,0.00180791724925351
1493723003,0.00454188784637137
1493724832,0.0051849954263706
1493725160,0.00309350803017529
1493725474,-0.000291016362959302
1493725804,-0.00202490073126926
1493727636,0.00074367727591427
1493729467,0.0091884664654266
1493731296,0.0222502268948867
1493733371,0.0374216585695656
1493735217,0.0522380482615215
1493737046,0.0653566311750205
1493738847,0.0764619396581417
1493740845,0.08519669593783
1493742871,0.0901654782586229
1493744843,0.0891215869917304
1493746883,0.0805881161832726
1493748731,0.0659532707973154
1493750580,0.0504236165425418
1493752430,0.0416892364132567
1493754265,0.0465593903717664
1493756113,0.0672685522943786
1493757960,0.0996299302390253
1493759807,0.134315215646515
1493761652,0.160773735223867
1493763497,0.171757519162516
1493765341,0.166076460319591
1493767186,0.14826540199656
1493769031,0.125622589486077
1493770877,0.104468482105482
1493772722,0.0876778744036706
1493774569,0.0745435966625143
1493776416,0.0625634385176532
1493778262,0.0497339375295368
1493780109,0.0359191588947751
1493781957,0.0226945396600165
1493783788,0.0120985325363885
1493785620,0.00529692945891876
1493787453,0.0020097807508881
1493789284,0.000904489573799806
1493791117,0.000517078647661073
1493792948,2.63693172658935e-05
1493794779,-0.000562116251049561
1493796610,-0.000804329852077165
1493798439,-0.000403954002493041
1493800387,0.000429393318416296
1493802438,0.00105463566013815
1493804253,0.000804479180899719
1493806084,-0.000574370158394781
1493807899,-0.00273205915428959
