timestamp,TAC_Reading
1493717859,4.29042323087726e-05
1493720213,0.00382034114444225
1493720624,0.00477234928055049
1493721057,0.00210119618714369
1493721363,-0.00233448297354029
1493721837,-0.00526029463429928
1493722224,-0.00430218768181999
1493722594,0.000191631399896354
1493722908,0.00514397814981254
1493723222,0.00671607379011219
1493723537,0.00305853396498778
1493723851,-0.00397913811288545
1493725667,-0.00944485913651736
1493727482,-0.0079914926260114
1493729297,0.00292545870945037
1493731112,0.0213962446183674
1493732913,0.0420598504708699
1493734728,0.0591617180662631
1493736543,0.069712195023955
1493738466,0.0747258592891824
1493740281,0.0778072815505172
1493742096,0.0821240344300107
1493744018,0.0878687065173172
1493745833,0.0919326552519197
1493747634,0.0899841515800445
1493749449,0.0795281283015749
1493751371,0.061909142739176
1493753186,0.0419862070296786
1493755002,0.0257536417192559
1493756817,0.0174376449354879
1493758632,0.0177688899222093
1493760447,0.0242199405616829
1493762248,0.0327279450885148
1493764063,0.0396739949318561
1493765878,0.0430409853999057
1493767693,0.0424538386729106
1493769494,0.0385556161212576
1493771309,0.0323905396659042
1493773124,0.0251407339593925
1493774939,0.0180891519740777
1493776754,0.0124816940390827
1493778569,0.00915510492748161
1493780384,0.00814020560033594
1493782199,0.00859691397153236
1493784015,0.00924297989837378
1493785830,0.00906418101265187
1493787645,0.00785601726470263
1493789460,0.00624241023899007
1493791275,0.00517102043089593
1493793090,0.0052292994380685
1493794905,0.00621725916940892
1493796720,0.00721528600578933
1493798535,0.00706606067260896
1493800350,0.0049698436954699
1493802165,0.000882023850437629
1493803980,-0.00444848568694895
