timestamp,TAC_Reading
1493721779,-0.00107646267727412
1493723604,0.00411985677649957
1493723919,0.005041537385215
1493724233,0.000973943277449555
1493724548,-0.00451987403214666
1493724863,-0.00637439684153593
1493725177,-0.00219118042193777
1493725492,0.00551786881970034
1493725829,0.0110291372558034
1493726169,0.0100899193952053
1493726508,0.00414482596554987
1493728364,0.000608915844845346
1493728679,0.00830827449323861
1493730520,0.030796907662038
1493732375,0.0622451018517422
1493734217,0.0893657098944311
1493736074,0.0989688142792841
1493738188,0.0867213771949104
1493740125,0.0613334797256387
1493742180,0.0408618548654219
1493744356,0.0427079025914115
1493746215,0.0730829531578493
1493748246,0.122406205533732
1493750107,0.169698476488073
1493752155,0.193616845154147
1493754015,0.183750153460224
1493755873,0.145695310449873
1493757728,0.0972634514580795
1493759583,0.0584436644095879
1493761438,0.0411895061525004
1493763292,0.04469899843705
1493765149,0.0581462421805794
1493767006,0.0683284515590896
1493768862,0.0672035472545983
1493770716,0.0550922128082789
1493772572,0.0385160365002348
1493774431,0.0249645377021803
1493776286,0.0182913901760661
1493778141,0.0173586508487638
1493779995,0.0180549715803604
1493781833,0.0167028423236049
1493783671,0.0123992448331046
1493785509,0.00700397290700265
1493787346,0.00325770770223375
1493789182,0.00263154027317241
1493791020,0.00438752867745936
1493792855,0.00627911072048435
1493794691,0.00619077205488118
1493796529,0.00353869084555358
1493798365,-0.000407553123024929
1493800203,-0.00334448751961761
1493802038,-0.00329639612498537
1493803883,0.000279761377585022
1493805699,0.00619306667558319
