timestamp,TAC_Reading
1493716723,-0.0102292156287123
1493718546,-0.00251214057704388
1493718863,0.0032490402952751
1493719179,0.0054036849453389
1493719495,0.00337718643769034
1493719811,-0.00145101114823091
1493720127,-0.005815845355348
1493720443,-0.00624804031977472
1493720759,-0.00163062315836885
1493721075,0.00533191367685604
1493721391,0.00940749658786784
1493721707,0.00659670130950106
1493723525,-0.00220103161595416
1493725342,-0.0107414735006757
1493727159,-0.0113135720268345
1493728977,-0.000635846054876653
1493730802,0.0166993545436254
1493732624,0.0305664859683556
1493734448,0.032672342293092
1493736273,0.0239715828423496
1493738100,0.0161955788969133
1493739942,0.025130937076525
1493741783,0.0592629161881528
1493743607,0.111502508121151
1493745449,0.160592043592411
1493747291,0.18264365205783
1493749138,0.166100530192467
1493750985,0.120320919793749
1493752827,0.0715032858033689
1493754671,0.0477581441293897
1493756515,0.0624136590674444
1493758342,0.10607707951322
1493760186,0.152475701569326
1493762037,0.174293448288807
1493763882,0.158992069662787
1493765726,0.114999194396869
1493767571,0.0651719154851081
1493769417,0.0325271757319625
1493771262,0.0275472807694568
1493773106,0.0444218643140761
1493774950,0.0672249454222602
1493776792,0.0807966699531833
1493778633,0.079003779837402
1493780475,0.0658893348100475
1493782319,0.0504620852375414
1493784159,0.0397452814105075
1493786000,0.0349039678235258
1493787840,0.0322875655497201
1493789681,0.0275913180661247
1493791505,0.0195856675204763
1493793329,0.0108219372241522
1493795153,0.00526528799807234
1493796976,0.00494962624588771
1493798799,0.00814520249060368
1493800622,0.0102225064774054
1493802445,0.00650902843663088
1493804271,-0.00476818935346282
1493806094,-0.0212745069534411
