,order_3
6197,0.048568137794843716
7474,-6.214353822323614e-05
4292,0.3312963871728098
1533,0.10427261607479883
1330,0.1387353076221848
1113,0.1999127576589618
3948,0.15829438217144462
5524,0.051822376404450976
6971,0.06894467502656518
2943,0.09239538052213472
2076,0.12644343961814736
4173,0.11215219995579503
8236,0.04788360852540914
7083,0.07912251304919032
1745,0.10578660224378186
8400,0.006823567947184666
7597,-9.114052089356778e-05
6890,0.05281440701764845
4532,0.3288402699958347
3165,0.16168751295065698
554,0.08922725031590507
4956,0.06091862178523993
5135,0.013070110661409102
5954,0.008053561822647676
8783,0.015222399971477462
5594,0.01201997534640708
7982,0.034564788313399444
6556,-1.4178234711446634e-05
201,0.09916706081732464
2975,0.17447160052076238
6008,0.010933005287761728
6675,0.01576698272587209
5684,0.038751314394999584
4109,0.14045355707848506
2349,0.082109416179441
4253,0.13173687254899966
2057,0.11322681899619852
745,0.15903793673120678
1356,0.08367119170881704
2903,0.16825572922166224
3543,0.24332539583270105
6964,0.025733126376146827
4617,0.08233113065751929
5821,0.01592110644919913
2338,0.08529732761894737
141,0.10499404588929503
5157,0.0003877183237068647
5376,0.0035953861638323968
7700,0.0420800871308031
5229,0.020439137218462442
7197,0.07900321313014266
4049,0.08962133543316429
347,0.15818550135944334
3388,0.12006945748718467
8711,-0.00046555365233790245
7420,-7.874189705661398e-05
6746,-4.34846928120351e-05
5240,0.05338071177151582
1711,0.10485212440409587
5424,0.03206704829543583
8722,0.05795382408821409
4156,0.140555363850993
2717,0.17856963890073765
8058,0.03583020626450941
5665,0.013706568738760805
4530,0.11668014027006306
2623,0.2043842280228024
1095,0.2506019435113642
6756,0.01435231024662231
1377,0.10361331915252396
2127,0.12424420571930855
2325,0.0845807147109995
7702,0.04298844037078083
4247,0.3185870113776149
5442,0.016957193165769536
6379,0.010823546997055272
3881,0.1149920948283025
7134,0.07458348394198998
2037,0.1086022942419413
6834,0.04430552766380332
4643,0.3253232337596993
3046,0.12469719825037455
4425,0.17243265736165025
7807,0.06586037481705108
8079,0.006475557109457269
4252,0.09928611443651178
8463,0.035952282721217296
6228,0.06757142635216433
8935,0.04457169429247836
5546,0.029441974019829613
6114,0.04998773534446247
5830,0.016493377790376622
3417,0.0951709514538781
4598,0.08842076340962211
4274,0.3245335296125026
3972,0.15418740694091795
8886,0.0049127364823314465
7723,0.062088325335987286
1913,0.14804343011414856
1651,0.10540253054830304
2176,0.16506393300869254
4369,0.08273522651757098
94,0.14798697822865786
551,0.20913532209246333
1610,0.10120043013446747
8149,0.006790624522421861
6802,3.3085723618878684e-05
7809,0.024520161374963288
7844,0.06159627504159902
6200,0.036926021128591766
4870,0.07296159350832811
2537,0.2094757736126979
166,0.13089932702516094
8817,0.012018757443154764
7471,-0.00012084927602961565
188,0.15429678609211447
8388,0.0057857498586481645
2339,0.0808821240882148
4652,0.12244808852956565
7298,0.07622138577961128
6706,0.007018217053073065
33,0.15862903533420658
3731,0.1762653936478418
8814,0.05140092047838391
2708,0.15403246118873662
3095,0.10576926086862302
8454,0.01865387868209939
5725,0.015088331565809528
2229,0.12430925614760675
4327,0.12959883398756342
8657,0.011665582852474337
8103,0.007652678492984909
666,0.20299668805772064
2407,0.09661193218516884
2756,0.17819755788961142
1002,0.08476723781314872
4678,0.1424255844332957
5156,0.03560093060684984
2363,0.08503349295482952
3296,0.2444853445506985
2973,0.17315351473938462
645,0.1130074348931172
4599,0.15248375663744065
3666,0.11044109084551787
7150,0.07072660009593162
11,0.15410735632539127
2319,0.08800044170781032
1682,0.10556303143169504
3869,0.1432553810129414
6469,0.01163822117928383
7709,0.026008121799634142
6139,0.05603024487640531
3277,0.1072151497860368
5493,0.017014761495919434
1235,0.10830366568492077
4537,0.1565309528668224
8200,0.007084327083425587
6434,0.01303244557895257
4581,0.15802184371658642
1835,0.10568088078089563
1891,0.17665412615837586
1703,0.09707113900203344
4951,0.05589947698750148
8980,0.003284516238432312
899,0.18324406743605
3747,0.18580557688338994
7839,0.021159177666699808
3709,0.08737118474451402
1459,0.0919659920497036
1230,0.14560298869195834
382,0.09905150955085908
8437,0.02072466706996089
8061,0.008451694794504847
8221,0.0069289806373707494
2867,0.20294050227430424
674,0.2855639251695933
3822,0.1839093648942849
5558,0.0539616701551128
255,0.1006098513687766
5629,0.021713930760048274
6578,0.04026161380649655
6910,0.06144377612183144
5160,0.027871515999223585
7539,-8.218400394404329e-05
6863,0.049849351996768036
1743,0.09093469584123016
5500,0.009792187260002949
7592,0.07999419685393114
4607,0.2674367962953881
7367,-0.00011948211503106455
7117,0.07079164366531221
4386,0.14402763857841314
3027,0.1398256672917005
1502,0.10426992652344666
8540,3.9365865300400975e-06
7672,-0.00011242816502831155
7161,0.07412613113852799
6020,0.057512802657613736
1403,0.09458297260016373
3601,0.2382463884768507
7329,0.07542610235257872
8276,0.0061014138121495394
8912,0.03625608727429461
7686,-9.63524840081631e-05
8934,0.06966584719335138
6491,0.015758488600602232
2141,0.12339858595754047
1875,0.10602784208386944
5881,0.045486046241688685
6630,-8.429029078680375e-06
2405,0.1040265322981961
4489,0.2133322397639049
6753,0.008516589521409263
639,0.11968131408780153
1135,0.13559419888095298
5292,0.03003081885233796
2914,0.14624868134058372
125,0.16297298124430126
4286,0.28001619286892954
2800,0.19381113576882134
5434,0.04654546859958537
8290,0.00734936032321668
792,0.16946388233636367
5146,-0.0016498757910970144
9050,0.04574146702587844
3407,0.1395931705803332
6253,0.015010794626980472
1802,0.1058060685706942
2733,0.11886625247635835
4301,0.25616966349291737
3260,0.14837768766939924
5943,0.05255366368377081
7094,0.07174391668417897
2017,0.11742305279277918
8248,0.006009640280754914
2270,0.09663650271818716
8882,0.008673014771200013
2115,0.17160551291441806
6506,0.01532044220468659
6340,0.024053501308829425
836,0.1276603124919614
3,0.16115805540157951
1953,0.12307295992786695
6096,0.03321891551068982
6902,0.0602598273070652
3701,0.170146573483702
2583,0.16792039292790045
6723,0.030216717501627174
4613,0.10669883754304824
7882,0.058018847718105664
179,0.13749698327807275
8296,0.006739709780290625
6112,0.0571979324461156
6894,0.07582580838766932
7854,0.07352094017396123
6056,0.07097253136524873
2865,0.08003419070043595
4981,0.058768528370373524
6450,0.011249671792961735
7256,0.07836751229992797
443,0.1056099625616364
7064,0.07078824760580714
929,0.20986110759753185
7223,0.07932491055404761
2497,0.13852386654103474
8871,0.02514878858065124
5591,0.02618280308080784
1710,0.1052196180626626
2421,0.08543012211829155
5773,0.0043019315134832335
5221,0.07677596786296656
6098,0.034443922718089805
9046,0.048089119839579454
8543,0.0374821936605675
851,0.19831823821241493
2801,0.18643853380443293
6887,0.07886356378391572
6704,6.927067848166403e-05
3691,0.10835232837692972
1723,0.09686560351188987
1675,0.10332654764602853
637,0.12258024414123175
137,0.14983382643137258
6616,0.0272050922121741
3529,0.12643306761850656
1998,0.16373037089465325
5529,0.012483843637275956
6268,0.0101527749742027
1592,0.1059771048759392
8655,-0.003014484395704105
7950,0.022923821869293256
2069,0.1715620208121275
4670,0.2677074190464525
8228,0.006617040139924854
2689,0.17017001557525827
6225,0.061391824270690426
4382,0.24206339778770394
2272,0.08533365564590213
913,0.1294013933858772
7349,-7.330970728829878e-05
214,0.10533489782121144
3472,0.09303903897808014
6142,0.05933098890026326
4080,0.3227474102361311
8686,0.0001254983971286579
865,0.15539635973880714
3492,0.2389726536851184
2688,0.1698332179411762
7408,-0.0001266674130926513
4908,0.012060454182051315
2196,0.12561651003501226
3014,0.15225732384006882
3298,0.09533082914674468
3339,0.1274098791944607
6453,0.015083513154630647
1562,0.09722095487119307
8031,0.06175060274203804
821,0.22049602595634246
5857,0.02100305076511581
5233,0.06525149233863554
1179,0.0935351477107243
1029,0.12880157018968047
197,0.14971970677545354
4563,0.1252748366540786
1949,0.17524009627166648
8175,0.009178717273770176
1476,0.1739537652549383
8645,0.008775228182082042
910,0.14349761701405153
5549,0.027523435727905436
8932,0.0472106018879776
8635,0.06368647045062946
68,0.1522620835776667
8542,0.01791183413008097
6798,0.0012457779960813628
7963,0.04375700994091847
5797,0.012343517152567651
6720,0.02733065894882596
1316,0.16377962122970455
8702,0.019986179823348944
799,0.1008950146319901
1344,0.11559710017458084
5012,0.04978803881730757
5669,0.013255647964709329
7103,0.07077083298368576
6426,0.017412596727728817
9016,-9.937148455890225e-05
222,0.1500909462274737
1014,0.21220290980318912
6287,0.010800194430028423
3013,0.1357054266389922
492,0.28482157551103404
7568,-5.049119019976325e-05
5884,0.0054131842199321685
6761,-4.2129552181450374e-05
5634,0.0344835682772393
4592,0.26729826241566235
7116,0.07079623087242404
4549,0.16098608967493322
6222,0.04788948325418421
8538,-2.5775022584919845e-06
1163,0.08512567799030059
2097,0.10532616611994276
5533,0.01179817798222354
8550,0.017812858403124757
1134,0.15653538273618406
5853,0.017048876593031878
8054,0.03018724951582868
7506,-0.0001264631807980908
3439,0.08390528156851776
2478,0.08943567521743809
181,0.0987164402521069
7778,0.06197770833903179
748,0.21325954740561004
7704,0.039794040032856894
3304,0.10243825528326593
7542,-0.00011772652100169573
2993,0.08616858798211051
989,0.20970466643114088
2004,0.09584973057101284
4117,0.22953637533654234
3588,0.09917381068830908
5696,0.008821101672884224
5987,0.03631774091553727
4893,0.04463029970083455
8272,0.00596138390160885
260,0.10146822051505533
4641,0.1607574230505425
1603,0.09345539629301708
3078,0.1715920198703618
5798,0.023301536993330152
9086,0.045063319528188775
1746,0.10599530434972887
3581,0.10914647052796958
4930,0.012017362705952104
7352,-6.003419669547733e-05
7763,0.04803177320298723
4797,0.03594520372870638
1660,0.0969451714327222
7543,0.07825833273370618
6775,-0.0004426224719576079
7283,0.07332391842980103
884,0.23010283531692144
396,0.11295941361597435
3331,0.09026397361897892
5910,0.010908030302000727
2271,0.08736543718731922
5673,0.045727196657478784
5031,0.07577529253631447
1045,0.08453387063255452
520,0.2207257550930706
6907,0.03352035608380618
4503,0.19605880159370245
646,0.10637605016241404
4945,0.05635495963587465
4092,0.10427728756233172
3091,0.13889801898158588
1930,0.12475225026951592
5635,0.03527277277196925
8213,0.04738252388603995
8573,0.016738392363437382
5976,0.01338548151250927
3854,0.11252451862810246
1907,0.1675647962652769
7020,0.07078086417123827
1528,0.10543737990772156
3766,0.09288578745478324
6279,0.01767624953275874
8453,-0.0003051811562544091
2532,0.1659166406863546
6799,-4.725792514212966e-05
800,0.23204155950855315
2900,0.09836422517647933
3396,0.2391955614226768
3618,0.1615327803676395
7151,0.07454669182962644
7705,0.027884409397144167
8146,0.009033194600997708
57,0.09706241428412332
8673,0.018421173534992098
1616,0.09410036428676744
7916,0.053733729892048436
2401,0.08000166071916877
2844,0.1360797414945264
6210,0.06819763388002603
667,0.1969194575606258
4551,0.10481708083199527
6091,0.040277785377941834
